scenario_id,k,method,cbl,cbl_oracle,aulc_normalized,kendalls_tau,mrr,precision_at_3,ndcg_1,ndcg_3,ndcg_5
scenario_k10_012,10,B4_pagerank,2368.676249112364,2694.922336340397,-2.237922387029416,-0.19999999999999998,0.25,0.0,0.9896590632309463,0.7301784974412651,0.7608434922574091
scenario_k10_012,10,B6_ppr,2470.821415976547,2694.922336340397,-1.5372459203950957,-0.19999999999999998,0.25,0.0,0.2070852869920382,0.4417415405333933,0.5368389511032307
scenario_k10_012,10,B7_classifier,1583.73970546956,2694.922336340397,-7.622284474988836,-0.1111111111111111,0.5,0.3333333333333333,0.9896590632309463,0.9658716007371224,0.994863203890946
scenario_k10_012,10,B9_independent,1698.6250536243144,2694.922336340397,-6.834215276177304,-0.1111111111111111,0.3333333333333333,0.6666666666666666,0.5646867743345454,0.7973474819899856,0.9019765583440322
scenario_k10_013,10,BLAST,1727.5696986364628,2697.7257666910696,2.0894686265901816,-0.19999999999999998,0.5,0.3333333333333333,0.8565690407748227,0.9360891243830187,0.9638312012515664
scenario_k10_013,10,B1_random,2599.3666917435717,2697.7257666910696,0.2118403502390517,0.28888888888888886,1.0,0.3333333333333333,1.0,0.8606375469195267,0.7034183614883436
scenario_k10_013,10,B2_severity,1491.9811877973793,2697.7257666910696,2.5968661664215342,-0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_013,10,B3_itil,1491.9811877973793,2697.7257666910696,2.5968661664215342,-0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,1.0
scenario_k10_013,10,B4_pagerank,2337.0196301938436,2697.7257666910696,0.7768689806175465,-0.06666666666666667,0.25,0.0,0.9867788368774371,0.7299718938164284,0.762240010606863
scenario_k10_013,10,B6_ppr,2465.2318808588007,2697.7257666910696,0.500732507187928,-0.06666666666666667,0.25,0.0,0.2064826021653351,0.44343477328363806,0.5309698016534184
scenario_k10_013,10,B7_classifier,1639.831888353687,2697.7257666910696,2.2784334828521153,-0.1111111111111111,0.5,0.3333333333333333,0.9867788368774371,0.9664656776587778,0.9947383984556406
scenario_k10_013,10,B9_independent,1682.1458414293265,2697.7257666910696,2.187300024710841,-0.4222222222222222,0.3333333333333333,0.3333333333333333,0.5630433541009079,0.796717448120818,0.90146006506069
scenario_k10_014,10,BLAST,1618.3539606203788,2689.1036417836476,7.505418564512228,-0.19999999999999998,0.5,0.3333333333333333,0.8775218769997005,0.9458192004910025,0.9668536307344182
